Name                   ;Cns  ;RA          De       ;Wv   ;Type ;   Diam ;  Dist;    Age;Aliases                                                ;Notes
Iss 789                ;Sgr  ;18 13 21.2 -19 23 19 ;Op   ;OC?  ;    1.50;      ;       ;                                                       ;
SAI 126                ;Sgr  ;18 13 24.0 -17 53 31 ;Op   ;OC?  ;    3.00;  3790;   6.63;Ryu 693, Messineo 1                                    ;
VVVX CL 76             ;Sgr  ;18 13 25.1 -18 05 32 ;IR   ;OC   ;    0.57;  1141;       ;                                                       ;Concentrated group
VVVX CL 77             ;Sgr  ;18 13 35.0 -18 05 48 ;Op   ;OC   ;    1.80;      ;       ;                                                       ;Concentrated Grp close to CL076+WR, binary cluster?
Iss 790                ;Sgr  ;18 13 36.2 -17 01 18 ;Op   ;OC?  ;    2.50;      ;       ;                                                       ;
ESO 590-7              ;Sgr  ;18 13 42.0 -22 07 16 ;Op   ;OCR  ;    1.50;      ;       ;                                                       ;
NGC 6573               ;Sgr  ;18 13 45.0 -22 09 18 ;Op   ;OCR? ;    1.50;  3032;   7.00;                                                       ;
Mercer 1               ;Sgr  ;18 13 55.0 -17 56 56 ;IR   ;OC   ;    1.60;  3790;       ;GLIMPSE 1                                              ;
Russeil 23             ;Sgr  ;18 13 57.9 -18 54 21 ;IR   ;SFR  ;    0.65;  4100;       ;                                                       ;
Ryu 678                ;Sgr  ;18 14 00.3 -18 53 06 ;IR   ;OC?  ;    1.80;      ;       ;VVVX CL 78                                             ;Young cluster in HII region GRS G011.94 -00.62
VVVX CL 79             ;Sgr  ;18 14 02.6 -17 45 32 ;IR   ;OC   ;    0.67;      ;       ;                                                       ;Grp in Bubble: [SPK2012] MWP1G012930-000811
Ryu 707                ;Sgr  ;18 14 04.6 -16 36 28 ;Op   ;OC?  ;   14.00;      ;       ;                                                       ;
Andrews-Lindsay 3      ;Sgr  ;18 14 04.8 -28 37 59 ;Op   ;GC   ;    9.60;  6555;  10.05;BH 261                                                 ;
VVVX CL 80             ;Sgr  ;18 14 06.5 -17 56 05 ;IR   ;OC   ;    0.63;  1201;       ;                                                       ;Small Grp around B0V star [MCF2015] 13, neb, concentrated
MDF11 cl2              ;Sgr  ;18 14 08.0 -18 00 15 ;IR   ;OC?  ;    1.00;      ;       ;Ryu 692                                                ;
BDB 10                 ;Sgr  ;18 14 13.0 -17 55 55 ;IR   ;OC   ;    0.90;  3790;       ;W 33 Cl, G12.8-0.2 Cl                                  ;
LMR 36                 ;Sgr  ;18 14 18.0 -17 41 46 ;IR   ;OB   ;   19.00;  8300;       ;                                                       ;
Ryu 679                ;Sgr  ;18 14 21.1 -18 55 27 ;Op   ;OC?  ;   13.00;      ;       ;                                                       ;Op Cl or IR one?
MDF11 cl1              ;Sgr  ;18 14 22.0 -17 56 10 ;IR   ;OC   ;    1.80;  3790;       ;                                                       ;Cluster candidate discovered by Ref:144
VVVX CL 82             ;Sgr  ;18 14 24.4 -17 17 35 ;IR   ;OC   ;    0.60;      ;       ;Bica 45                                                ;Grp in Bubble: [SPK2012] MWP1G013382+000659
HSL Chain              ;Sgr  ;18 14 30.0 -21 48 00 ;Op   ;OC?  ;   30.00;      ;       ;                                                       ;
TC 1814-2814           ;Sgr  ;18 14 41.0 -28 14 24 ;Op   ;OC?  ;    1.50;      ;       ;                                                       ;
Ryu 697                ;Sgr  ;18 14 41.9 -17 54 00 ;IR   ;OC?  ;    1.60;      ;       ;                                                       ;
LMR 34                 ;Sgr  ;18 14 47.0 -18 26 20 ;IR   ;OB   ;   11.00;  8300;       ;                                                       ;
Sgr OB7                ;Sgr  ;18 14 52.8 -20 19 12 ;Op   ;OB   ;   57.60;  1481;   6.45;COCD 435, Ass-69.2                                     ;
SUH 2                  ;Sgr  ;18 15 11.0 -17 44 35 ;IR   ;OC?  ;    0.75;      ;       ;                                                       ;
Markarian 38           ;Sgr  ;18 15 16.6 -18 59 49 ;Op   ;OC   ;    5.30;  1679;   6.89;Biurakan 5                                             ;
Sgr OB4                ;Sgr  ;18 15 40.0 -18 57 40 ;Op   ;OB   ;  102.00;  1850;       ;Ass-4                                                  ;
VVVX CL 83             ;Sgr  ;18 15 49.4 -19 42 14 ;IR   ;OC   ;    0.77;      ;       ;                                                       ;Small very red group, neb.
LMR 37                 ;Sgr  ;18 15 59.0 -16 34 02 ;IR   ;OB   ;   33.00;  8250;       ;                                                       ;
Sgr R1                 ;Sgr  ;18 16 00.0 -18 00 00 ;Op   ;YAs? ;  420.00;  1150;       ;                                                       ;
Ryu 715                ;Sgr  ;18 16 01.2 -16 05 08 ;IR   ;OC?  ;    1.60;      ;       ;VVVX CL 84, VVVX CL 85                                 ;Neb, IR: IRAS 18131-1606
ESO 590-13             ;Sgr  ;18 16 14.0 -18 15 50 ;Op   ;OC   ;    4.00;      ;       ;                                                       ;Dust window?
Mercer 2               ;Sgr  ;18 16 19.0 -16 50 53 ;IR   ;OC   ;    1.40;  3670;       ;GLIMPSE 2                                              ;
SUH 1                  ;Sgr  ;18 16 21.0 -19 41 31 ;IR   ;OC?  ;    1.10;      ;       ;                                                       ;
van Wulfen 6           ;Sgr  ;18 16 24.0 -18 05 13 ;Op   ;OC?  ;    9.30;  3311;   8.89;FF 289                                                 ;
VVVX CL 87             ;Sgr  ;18 16 26.7 -16 54 48 ;IR   ;OC   ;    1.20;      ;       ;                                                       ;
DO 1                   ;Sgr  ;18 16 32.0 -16 51 29 ;IR   ;OC   ;    1.00;      ;       ;Dewangen-Ojha 1                                        ;Outer edge of bubble N14
VVVX CL 88             ;Sgr  ;18 16 50.1 -19 53 22 ;IR   ;OC   ;    0.33;      ;       ;                                                       ;Small Grp around YSO: MSX6C G011.3757-01.6770
BDSB 6                 ;Sgr  ;18 16 51.0 -18 41 52 ;IR   ;OC   ;    0.90;  4150;       ;                                                       ;
Majaess 195            ;Sgr  ;18 16 52.0 -18 41 00 ;IR   ;OC?  ;   10.00;      ;       ;                                                       ;
Ryu 671                ;Sgr  ;18 16 53.5 -19 53 31 ;IR   ;OC?  ;    2.40;      ;       ;                                                       ;
Ryu 212                ;Sgr  ;18 16 53.7 -16 18 53 ;IR   ;OC?  ;    3.60;      ;       ;                                                       ;
BDSB 4                 ;Sgr  ;18 16 58.0 -19 46 58 ;IR   ;OC?  ;    2.00;      ;       ;                                                       ;
VVVX CL 89             ;Sgr  ;18 16 59.5 -16 59 58 ;Op   ;OC   ;    1.70;  1210;       ;                                                       ;
BDB 9                  ;Sgr  ;18 17 06.0 -19 52 10 ;Op   ;OC   ;    1.60;   600;   6.50;NGC 6595 Cl, IRAS 18138-1954, BDSB 5                   ;
Turner 4               ;Sgr  ;18 17 08.0 -18 42 00 ;IR   ;OC   ;    8.00;  2330;   7.00;Kronberger J1817-1842                                  ;In M24, in shell
Kronberger J1817-1849  ;Sgr  ;18 17 11.0 -18 49 27 ;Op   ;OC   ;    7.60;  1190;   8.00;                                                       ;
VVVX CL 90             ;Sgr  ;18 17 15.1 -18 57 16 ;Op   ;OC   ;    3.20;      ;       ;                                                       ;
Collinder 371          ;Sgr  ;18 17 16.0 -19 44 30 ;Op   ;OC?  ;   22.00;      ;       ;                                                       ;This is not NGC 6595
Mol 45 Cl              ;Sgr  ;18 17 24.1 -17 22 12 ;IR   ;OC   ;    0.80; 11610;       ;                                                       ;
Iss 793                ;Sgr  ;18 17 25.3 -17 57 01 ;Op   ;OC?  ;    1.40;      ;       ;                                                       ;
VVVX CL 92             ;Sgr  ;18 17 26.8 -17 05 34 ;IR   ;OC   ;    0.33;      ;       ;                                                       ;Embedded Grp around YSO:[PW2010] 48
Turner 3               ;Sgr  ;18 17 34.3 -18 52 30 ;Op   ;OC   ;    2.40;  1631;   7.46;Kronberger J1817-1851                                  ;
VVVX CL 93             ;Sgr  ;18 17 50.7 -16 59 57 ;IR   ;OC   ;    0.33;      ;       ;                                                       ;Embedded, compact Grp in HII region: MSX6C G014.0329-00.5155
VVVX CL 95             ;Sgr  ;18 17 55.5 -16 58 32 ;IR   ;OC   ;    0.33;      ;       ;                                                       ;Small Grp around YSO: SSTGLMA G014.0632-00.5199
TC 1818-1858           ;Sgr  ;18 18 06.0 -18 58 30 ;Op   ;OC?  ;    3.00;      ;       ;                                                       ;
G3CC 55                ;Sgr  ;18 18 12.4 -16 57 18 ;IR   ;OC   ;    0.95;  1120;       ;                                                       ;
Ryu 711                ;Sgr  ;18 18 15.2 -16 50 58 ;IR   ;OC?  ;    1.20;      ;       ;VVVX CL 97                                             ;Neb, YSOs, bubbles, IR
GLIMPSE-GC 2           ;Sgr  ;18 18 30.0 -16 58 31 ;IR   ;GC   ;    0.60;  4600;       ;GLIMPSE 3, Mercer 3                                    ;
LMR 25                 ;Sgr  ;18 18 38.0 -21 03 50 ;IR   ;OB   ;   39.00;  8400;       ;                                                       ;
Mol 50 Cl              ;Sgr  ;18 19 07.6 -16 11 21 ;IR   ;OC   ;    0.80;  4910;       ;                                                       ;
BDB 8                  ;Sgr  ;18 19 11.0 -20 47 17 ;IR   ;OC?  ;    1.50;      ;       ;GGD 27 Cl, GGD 27-IRS Cl                               ;
MRR 32 Cl              ;Sgr  ;18 19 22.0 -20 45 37 ;IR   ;OC?  ;    0.65;      ;       ;                                                       ;2009ApJ...690..850P
VVVX CL 103            ;Sgr  ;18 19 41.5 -21 03 35 ;IR   ;OC   ;    1.10;  1154;       ;                                                       ;
TC 1819-1831           ;Sgr  ;18 19 52.0 -18 31 03 ;Op   ;OC?  ;    3.50;      ;       ;                                                       ;
NGC 6613               ;Sgr  ;18 19 57.4 -17 05 20 ;Op   ;OC   ;    7.00;  1494;   7.23;M 18                                                   ;
ASCC 96                ;Sgr  ;18 20 15.1 -32 20 17 ;Op   ;OC   ;   22.60;   852;   8.40;Ferrero 1                                              ;
M17 IRS1 Cl            ;Sgr  ;18 20 19.4 -16 13 30 ;IR   ;OC   ;    1.10;  2200;       ;M17 KWO Cl                                             ;
M17 SW Cl              ;Sgr  ;18 20 24.0 -16 11 30 ;IR   ;OC   ;    0.70;  1600;       ;M17 IRS 5 Cl                                           ;Surr the ultracompact HII region UC1
BDB 12                 ;Sgr  ;18 20 30.0 -16 10 55 ;IR   ;OC   ;    1.90;  1600;   6.33;M 17 IR Cl, M 17 main Cl                               ;
HKL98 M17 North Cl     ;Sgr  ;18 20 32.7 -16 01 43 ;IR   ;OC   ;    2.30;  1600;       ;                                                       ;
NGC 6618               ;Sgr  ;18 20 34.8 -16 09 00 ;Op   ;OC   ;   34.80;  1308;   7.04;M 17, Russeil 32                                       ;
Ryu 718                ;Sgr  ;18 20 35.2 -16 15 37 ;IR   ;OC?  ;    3.60;      ;       ;                                                       ;
Ryu 698                ;Sgr  ;18 22 03.0 -18 44 17 ;Op   ;OC?  ;    2.60;      ;       ;                                                       ;
Dolidze 52 C           ;Sgr  ;18 23 30.0 -17 08 54 ;Op   ;OC?  ;    9.00;      ;       ;                                                       ;
Dolidze 52             ;Sgr  ;18 23 55.2 -16 38 24 ;Op   ;OC   ;   15.60;  1318;   7.30;                                                       ;
NGC 6626               ;Sgr  ;18 24 32.6 -24 52 12 ;Op   ;GC   ;   18.60;  5501;  10.10;M 28                                                   ;
TC 1825-1704           ;Sgr  ;18 25 52.6 -17 04 45 ;Op   ;OC?  ;    7.00;      ;       ;Dolidze 52 B                                           ;
Ryu 218                ;Sgr  ;18 28 06.9 -16 38 21 ;Op   ;OC?  ;   10.00;      ;       ;                                                       ;
LMR 48                 ;Sgr  ;18 29 15.0 -16 54 22 ;IR   ;OB   ;    7.20;  7950;       ;                                                       ;Bubble with 2nd generation?
NGC 6637               ;Sgr  ;18 31 23.0 -32 20 53 ;Op   ;GC   ;   21.60;  8800;   9.95;M 69                                                   ;
IC 4725                ;Sgr  ;18 31 44.9 -19 06 50 ;Op   ;OC   ;   31.30;   648;   7.98;M 25                                                   ;
NGC 6656               ;Sgr  ;18 36 24.0 -23 54 18 ;Op   ;GC   ;   42.60;  3198;  10.10;M 22                                                   ;
ASCC 97                ;Sgr  ;18 37 03.1 -19 08 20 ;Op   ;OC   ;   16.80;   565;   8.49;Alessi 40                                              ;
Ser-Sct                ;Sgr  ;18 38 06.0 -16 23 00 ;Op   ;OB?  ;  420.00;  1500;       ;Ass-7                                                  ;
IC 1290                ;Sgr  ;18 38 30.0 -24 07 00 ;Op   ;OC?  ;    2.80;      ;       ;ESO 523-5                                              ;
Ryu 224                ;Sgr  ;18 43 00.6 -16 39 58 ;Op   ;OC?  ;    1.40;      ;       ;                                                       ;
NGC 6681               ;Sgr  ;18 43 12.7 -32 17 31 ;Op   ;GC   ;   21.60;  9001;  10.10;M 70                                                   ;
Patchick 87            ;Sgr  ;18 54 00.0 -19 24 45 ;Op   ;OC?  ;    1.50;      ;       ;                                                       ;
NGC 6715               ;Sgr  ;18 55 03.4 -30 28 48 ;Op   ;GC   ;   17.40; 26507;  10.10;M 54                                                   ;
